Rank Overall,Rank PAX,Driver Name,Car Number,Codriver Car Number,Class,Class Position,Car Year,Car Model,Total Time,PAX Factor,PAX Time,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
713,828,Jerry Strope,168,[68],SSR,26,2004,Chevy Corvette,139.101,0.838,116.567,69.506,69.839,70.393,74.405,69.595,70.586
732,850,Kevin Keys,68,[168],SSR,27,2004,Chevy Corvette,139.432,0.838,116.844,69.490,68.729,68.083,75.310(1),72.636,71.349(1)
1016,1138,Lisa Valera,193,[93],SSR,28,2003,Chevy Corvette Z06,145.740,0.838,122.130,76.625(2),73.316(1),73.292(1),72.448(1),73.942(1),79.566(1)
111,64,Nicole Wong,151,[51],SSRL,1,2017,Chevy Corvette GS,125.842,0.838,105.456,66.728,68.704(1),66.931,60.691(1),59.114,60.581(1)
737,852,Deborah Jarboe,27,,SSRL,2,2004,Chevy Corvette,139.487,0.838,116.890,74.840,74.327,74.635(1),66.583,65.160,83.726(1)
1106,1198,Stacey Miller,51,[151],SSRL,3,2017,Chevy Corvette GS,147.962,0.838,123.992,81.693,80.375(1),78.831,78.929,71.438,69.131
426,464,Bill Zerr,42,[142],STU,1,2006,Subaru Impreza WRX,134.399,0.824,110.745,DNF,75.127,73.664,61.705,61.203,60.735
478,512,John Hale,198,[98],STU,2,2006,Subaru WRX STi,135.217,0.824,111.419,77.318,76.609,75.252,59.965,60.213,62.749
507,540,Talha Sadik,163,[63],STU,3,2015,Mitsubishi Evo X,135.758,0.824,111.865,DNF,76.824,75.800,61.857,59.958,60.877
515,545,Doug Mikko,56,,STU,4,2006,Mitsubishi Evo IX,135.918,0.824,111.996,75.837,75.460,74.735,62.304,61.479,61.183
590,599,Jeff Warden,98,[198],STU,5,2006,Subaru WRX STi,137.030,0.824,112.913,77.038,79.062(1),75.608,61.422,DNF,63.601(1)
611,611,Matt Ales,187,[87],STU,6,2003,BMW M3,137.342,0.824,113.170,77.094,76.626,76.185,61.282,61.157,63.667
617,618,Dan Podhola,142,[42],STU,7,2006,Subaru Impreza WRX,137.433,0.824,113.245,81.894(2),75.327,75.329,64.268,62.106,62.762
632,631,Mark Hill,45,,STU,8,2017,Ford Focus RS,137.623,0.824,113.401,76.945,76.407,75.764,62.103,61.859,63.513(1)
637,638,Matt Colley,197,[97],STU,9,1999,Chevy Corvette FRC,137.700,0.824,113.465,77.650,77.449,75.629,62.378,62.291,62.071
645,644,Jimmy Au-Yeung,186,[86],STU,10,2006,Mitsubishi Lancer Evo,137.886,0.824,113.618,DNF,78.019,76.495,63.979(1),61.636,61.391
650,652,Trent Strunk,97,[197],STU,11,1999,Chevy Corvette,138.110,0.824,113.803,76.438,78.904(1),76.468,64.045(1),67.624(3),61.672
654,654,Lane Borg,199,[99],STU,12,2004,Chevy Corvette,138.152,0.824,113.837,77.180,91.610(4),75.825,62.610,64.479(1),62.327
668,669,Rob Luis,86,[186],STU,13,,Mitsubishi Evo IX,138.431,0.824,114.067,79.064,76.806,90.198(3),61.625,61.815,62.880(1)
681,683,Scott Mullens,87,[187],STU,14,2003,BMW M3,138.643,0.824,114.242,81.922(1),81.325(2),76.236,70.368(4),64.191(1),62.407
745,721,Chris Gladu,40,,STU,15,2005,Subaru Impreza WRX,139.644,0.824,115.067,79.654,77.987,DNF,62.080,63.835(1),61.657
746,725,Wojtek Hajduczek,63,[163],STU,16,2003,Nissan 350Z,139.707,0.824,115.119,85.061(3),77.885,80.162(2),61.852,61.822,63.163(1)
748,726,Kai Jones,184,[84],STU,17,2002,BMW M3,139.717,0.824,115.127,80.418(1),77.802,80.004(2),62.829,63.615(1),61.915
758,739,Caitlin Dunlap,154,[54],STU,18,2000,Chevy Corvette,139.979,0.824,115.343,79.271,79.131,77.667,64.108(1),62.312,66.722(2)
768,752,Robert Clark,77,[177],STU,19,2006,Subaru STi,140.251,0.824,115.567,79.699,82.315(2),78.334,63.929,61.982,61.917
770,757,David Bianchi,41,,STU,20,2003,Nissan 350Z,140.365,0.824,115.661,81.356,78.684,77.716,64.451(1),67.182(2),62.649
781,773,Hal Dorton,74,,STU,21,2003,BMW M3,140.592,0.824,115.848,84.674(2),79.624,78.172,66.666(2),62.420,63.112
786,779,Greg Paine,6,[66],STU,22,2016,Ford Focus RS,140.687,0.824,115.926,79.655,78.459,77.888,64.776,62.799,64.276(1)
807,798,Robert Pendergest,177,[77],STU,23,2006,Subaru STi,141.085,0.824,116.254,79.937(1),80.553(1),86.290(1),61.797,61.148,61.220
816,819,Mark Melchior,93,,STU,24,2011,BMW M3,141.303,0.824,116.434,82.683(1),79.053,77.693,65.187(1),64.631(1),63.610(1)
825,832,Ezra Kelderman,84,[184],STU,25,2002,BMW M3,141.526,0.824,116.617,82.227,80.521,78.867,63.994,62.921,62.659
826,833,Paul Tibbals,3,,STU,26,2006,Subaru STi,141.534,0.824,116.624,91.697(1),79.026,78.077,64.481,64.082,63.457
832,843,Zack Newcome,52,[152],STU,27,2014,Subaru WRX STi,141.687,0.824,116.750,88.722(3),81.048,78.648,66.750(1),63.083,63.039
858,885,Drew Tonnesen,179,[79],STU,28,2005,Nissan 350Z,142.322,0.824,117.273,81.658,78.824,80.711(1),64.028,63.498,64.172
863,890,Luke Williamson,99,[199],STU,29,2004,Chevy Corvette,142.437,0.824,117.368,81.753,DNF,78.908,65.566,63.529,67.365(1)
878,907,Jonathan Rogers,73,[173],STU,30,1999,Chevy Corvette,142.696,0.824,117.582,82.427,82.854,80.490,63.417,62.210,62.206
896,944,Matt Davis,176,[76],STU,31,1999,Chevy Corvette,143.349,0.824,118.120,80.568,82.191(1),98.131(5),64.838(1),65.273(1),62.781
909,958,Andrew Ramos,173,[73],STU,32,1999,Chevy Corvette,143.596,0.824,118.323,87.825(2),82.884,81.447,64.421(1),62.409,62.149
911,962,Ryan Weddle,79,[179],STU,33,2005,Nissan 350Z,143.648,0.824,118.366,81.556,80.940,80.260,DNF,68.630(2),63.388
922,979,Nick Dunlap,54,[154],STU,34,2000,Chevy Corvette,143.906,0.824,118.579,DNF,82.647,80.789,63.245,63.140,63.117
976,1025,Omar Elgazzar,82,,STU,35,2013,BMW 335,144.764,0.824,119.286,83.219,81.347,79.388,66.680,65.783,65.376
1037,1081,Marcus Wheeler,152,[52],STU,36,2014,Subaru STi,146.219,0.824,120.484,DNF,DNF,81.657,DNF,DNF,64.562
1156,1168,Dave Melton,76,[176],STU,37,1999,Chevy Corvette,149.309,0.824,123.031,92.950(1),84.857(2),DNF,DNF,66.251(1),64.452
1191,1200,Mike Kenney,66,[166],STU,38,2005,BMW M3,150.766,0.824,124.231,DNF,84.886,84.079,68.109,DNF,66.687
,1348,Lauren DiRuzzo,90,,STU,39,2005,Subaru STi,No Time,0.824,999.999,DNF,81.822,81.128,DNF,DNF,DNF
1008,1055,Tasha Mikko,56,,STUL,1,2006,Mitsubishi Evo IX,145.573,0.824,119.952,91.448(4),83.581,84.171,62.870,62.989,61.992
1099,1125,Katherine Flater,86,,STUL,2,2006,Mitsubishi Evo,147.804,0.824,121.790,97.815(5),85.009,84.045,66.992,64.644,63.759
1157,1169,Kati Bianchi,41,,STUL,3,2003,Nissan 350Z,149.319,0.824,123.039,86.316,86.312,87.687(1),DNF,63.998,63.007
1295,1278,Kelly Ann Gladu,40,,STUL,4,2005,Subaru STi,157.125,0.824,129.471,DNF,92.588,90.324,67.632,66.801,70.586(1)
1326,1314,Kathi Van Der Werf,13,,STUL,5,2017,Fiat 124 Spider Abarth,163.371,0.824,134.618,97.338,94.284,DNF,72.384,69.087,69.441(1)
114,14,Jonathan Lugod,84,[184],STR,1,2016,Mazda MX5,125.983,0.823,103.684,66.397,66.836,66.198,60.941,59.978,59.785
145,39,Ken Motonishi,181,[81],STR,2,2016,Mazda MX-5,127.448,0.823,104.890,71.741(2),67.447,69.311(1),60.029,60.001,60.030
146,40,Daniel McCelvey,199,[99],STR,3,2016,Mazda MX-5,127.461,0.823,104.900,67.252,71.096(2),69.276(1),62.331(1),62.367(1),60.209
148,41,Mark Dudek,98,[198],STR,4,2017,Mazda Miata,127.513,0.823,104.943,71.186(1),67.575,67.882,61.384,60.040,59.938
152,45,William Koscielny,198,[98],STR,5,2017,Mazda MX5,127.662,0.823,105.066,69.684(1),69.002(1),67.400,60.966,60.967,60.262
153,46,David Marcus,197,[97],STR,6,2016,Mazda Miata,127.668,0.823,105.071,67.588,67.114,67.535,60.554,60.801,60.759
159,50,Mark Shrivastava,87,,STR,7,2017,Mazda MX5,127.877,0.823,105.243,70.031(1),67.712,67.064,62.553(1),60.813,DNF
169,69,Kerry Coughlin,178,[78],STR,8,2004,Honda S2000,128.355,0.823,105.636,68.918,68.741,67.851,61.570,60.915,60.504
172,71,Brian Garfield,191,[91],STR,9,2016,Mazda MX-5,128.412,0.823,105.683,67.806,67.915,67.255,61.645,61.157,61.536
179,81,Marcus Pyne,192,[92],STR,10,2017,Mazda Miata,128.651,0.823,105.880,67.453,72.246(2),67.859,65.434(2),61.198,61.379
186,93,Michael Yanase,190,[90],STR,11,2006,Honda S2000,129.018,0.823,106.182,68.690,68.325,67.667,64.195(1),61.560,61.351
195,104,Peter Loney,81,[181],STR,12,2017,Mazda Miata,129.229,0.823,106.355,DNF,DNF,68.208,62.948(1),61.408,61.021
203,123,Noel Leslie,91,[191],STR,13,2016,Mazda Miata,129.465,0.823,106.550,69.652,68.269,68.249,65.218(2),62.322,61.216
204,127,Michael Feeney,95,,STR,14,2017,Mazda MX-5,129.509,0.823,106.586,69.958,70.633(1),67.968,62.856,61.541,61.651
212,142,Matt Cwieka,196,[96],STR,15,2017,Mazda Miata,129.805,0.823,106.830,68.918,71.290(2),67.199,63.513(1),62.606(1),63.105(1)
215,144,Kevin Pao,184,[84],STR,16,2016,Mazda MX5,129.883,0.823,106.894,70.805(1),68.116,DNF,62.638,61.767,61.818
216,145,Laura Campbell,97,[197],STR,17,2016,Mazda Miata,129.886,0.823,106.896,69.995,69.992(1),68.447,66.177(1),61.439,61.613
218,147,Andy Neilson,99,[199],STR,18,2016,Mazda Miata,129.917,0.823,106.922,72.240(2),69.678(1),67.913,69.262,62.004,63.003(1)
219,153,Jacob Ronald,93,[193],STR,19,2016,Mazda Miata,130.047,0.823,107.029,69.631,68.296,68.175,62.006,61.967,61.872
222,155,Brandon Dryer,194,[94],STR,20,2004,Honda S2000,130.074,0.823,107.051,69.006,68.731,72.570(2),65.203(2),61.343,61.838
231,176,Taylor George,78,[178],STR,21,2004,Honda S2000,130.491,0.823,107.394,DNF,69.834,69.017,63.793(1),61.474,62.852(1)
232,179,Ryan Davies,83,,STR,22,2017,Mazda MX5,130.505,0.823,107.406,70.009,74.868(3),68.791,62.096,61.714,61.851
242,199,Brian Doherty,96,[196],STR,23,2017,Mazda Miata,130.840,0.823,107.681,69.205,70.590,70.580,62.872,61.822,61.635
254,215,Paul Kolatorowicz,26,[126],STR,24,2006,Honda S2000,131.163,0.823,107.947,76.825,69.141,69.925,63.957,62.022,66.249(1)
272,230,Heidi K. Ellison,193,[93],STR,25,2016,Mazda Miata,131.505,0.823,108.229,75.316(1),70.646,68.917,69.373(3),64.873(1),62.588
274,231,Michael Willman,177,[77],STR,26,2008,Honda S2000 CR,131.515,0.823,108.237,75.537(2),69.534,71.579(1),67.255(2),62.557,61.981
292,256,Eric Davis,188,[88],STR,27,2005,Honda S2000,131.770,0.823,108.447,70.334,72.431(1),70.023,63.502,61.857,61.747
293,257,Gregory Pollack,75,,STR,28,2016,Mazda MX-5 Miata,131.811,0.823,108.480,80.010(1),71.399(1),69.467,62.945,62.344,62.749
294,259,Trevor Blackwell,39,[139],STR,29,2010,Mazda Miata,131.818,0.823,108.486,73.406(2),71.542(1),69.373,DNF,62.445,64.658(1)
302,272,Austin Clark,171,[71],STR,30,2016,Mazda MX5,131.971,0.823,108.612,75.468,69.584,70.317,64.214,62.387,63.785(1)
330,322,Nathan Gordon,38,,STR,31,2007,Honda S2000,132.593,0.823,109.124,70.598,71.468(1),70.054,63.429,63.440,62.539
335,327,Barry Greenaway,128,[28],STR,32,2003,Mazda Miata,132.666,0.823,109.184,74.390(1),73.103(1),70.008,63.630,62.658,62.759
346,351,Bob Bailey,63,,STR,33,2006,Mazda MX-5,132.955,0.823,109.422,72.096(1),71.207,69.825,66.650(1),65.143(1),63.130
357,363,Nick Babin,41,[141],STR,34,2016,Mazda Miata,133.118,0.823,109.556,71.185,84.274(3),70.161,62.957,62.959,DNF
367,374,Ryan Leach,141,[41],STR,35,2016,Mazda MX5,133.311,0.823,109.715,71.550,73.105(1),70.738,63.432,62.691,62.573
369,378,Alan Claffie,139,[39],STR,36,2010,Mazda MX-5,133.335,0.823,109.735,71.010,70.725,70.897,63.880,62.722,62.610
379,395,David Thompson,152,[52],STR,37,2001,Honda S2000,133.575,0.823,109.932,73.354(1),70.845,69.750,71.413,64.725,63.825
390,410,Nick Rieber,126,[26],STR,38,2006,Honda S2000,133.790,0.823,110.109,70.841,71.644(1),70.334,DNF,67.069(2),63.456
402,427,Hans Villanueva,185,[85],STR,39,2016,Mazda MX-5,134.042,0.823,110.317,73.850(1),70.372,71.454,63.958,63.670,66.049(1)
414,442,Terence Chang,90,[190],STR,40,2006,Honda S2000,134.198,0.823,110.445,71.830(1),75.010(3),74.196(2),65.866(2),62.368,65.343(1)
415,443,Benjamin Zabel,52,[152],STR,41,2001,Honda S2000,134.220,0.823,110.463,71.998,70.849,71.086,64.780,63.371,63.904
424,448,Brady Loretz,88,[188],STR,42,2005,Honda S2000,134.375,0.823,110.591,77.681(3),74.152(2),71.891(1),63.984,64.137,62.484
427,454,Jeffrey Fritz,85,[185],STR,43,2016,Mazda MX-5,134.433,0.823,110.638,71.243,72.705(1),72.964(1),64.420,63.704,63.190
447,474,Gordon Kuhnley,46,[146],STR,44,2000,Honda S2000,134.708,0.823,110.865,71.851,71.236,70.706,64.782,64.002,65.667(1)
451,477,Emilio Rescigno,146,[46],STR,45,2000,Honda S2000,134.771,0.823,110.917,72.657,70.581,70.783,65.258,68.462(2),64.190
460,483,Craig Donowho,77,[177],STR,46,2008,Honda S2000,134.967,0.823,111.078,79.843(2),76.667(2),71.160,64.432,63.807,64.838
462,487,Ryan Lutze,117,[17],STR,47,2005,Honda S2000,135.011,0.823,111.114,74.608(1),72.111(1),82.292(3),70.533(3),63.371,62.900
484,509,Shane Johnson,24,[24],STR,48,1999,Mazda Miata MX5,135.339,0.823,111.384,77.980,73.446(1),70.515,67.922(1),71.252,64.824
510,533,Mike Physk,28,[128],STR,49,2003,Mazda Miata,135.816,0.823,111.777,81.513,75.159(1),72.409,67.262,65.349,63.407
545,557,Steve Mitchell,92,[192],STR,50,2017,Mazda MX-5,136.389,0.823,112.248,DNF,73.117(1),DNF,65.250,63.272,64.461(1)
576,577,Jason Amistadi,73,[73],STR,51,2005,Honda S2000,136.834,0.823,112.614,81.077,72.406,73.602(1),72.764,65.560,64.428
636,626,Paul Lutze,17,[117],STR,52,2005,Honda S2000,137.684,0.823,113.314,72.808,71.810,DNF,66.671(1),65.971(1),65.874(1)
659,650,Melanie Kwong,94,[194],STR,53,2004,Honda S2000,138.225,0.823,113.759,75.412,73.770,73.907,68.278(1),65.166,64.455
706,689,Joe Brown,14,,STR,54,2016,Mazda MX-5,138.943,0.823,114.350,78.011(2),75.011(1),DNF,65.373,63.932,74.475(2)
764,738,Cynthia Clark,71,[171],STR,55,2016,Mazda MX5,140.148,0.823,115.342,77.603,75.005,77.759(2),72.801(2),67.681(1),65.143
994,1040,David Wallens,101,[1],STR,56,1999,Mazda Miata,145.231,0.823,119.525,84.574,80.480,76.467,71.044,70.678,68.764
1123,1137,Carl Heideman,1,[101],STR,57,1999,Mazda Miata,148.395,0.823,122.129,84.194,78.273,DNF,DNF,71.455,70.122
750,720,Jessica Pao,84,,STRL,1,2016,Mazda MX5,139.761,0.823,115.023,70.164,71.562(1),69.194,DNF,70.567,74.827
838,837,Jen Fox,92,,STRL,2,2016,Mazda MX-5 Miata,141.793,0.823,116.696,71.741,70.751,71.535,72.687,71.042,81.896
849,855,Michelle Knoll,83,,STRL,3,2017,Mazda Miata,142.089,0.823,116.939,76.368(3),71.416,71.235,79.926,76.855,70.854
880,898,Maegan Contreras,17,,STRL,4,2005,Honda S2000,142.758,0.823,117.490,73.685,73.927(1),72.919,69.839,70.982,73.829
956,1000,Casey Coughlin,78,,STRL,5,2004,Honda S2000,144.398,0.823,118.840,73.184(1),73.493(1),72.097,76.141,73.035,72.301
1038,1072,Laurie McCelvey,74,,STRL,6,2016,Mazda MX-5,146.240,0.823,120.356,73.274,72.118,72.536,83.492(1),74.122,80.196(2)
1132,1141,Rachel Leach,41,,STRL,7,2016,Mazda MX5,148.555,0.823,122.261,75.718,76.327(1),74.773,74.665,73.782,76.479
247,117,James Tatad,173,[73],STX,1,2013,Subaru BRZ,131.037,0.813,106.533,DNF,67.320(1),63.010,69.076,68.027,68.243
258,132,Adrian Cardenas,94,[194],STX,2,2005,Mazda RX8,131.230,0.813,106.690,67.122,65.654,62.733,68.830,68.497,68.584
261,138,Brian Karwan,27,,STX,3,2017,Toyota 86,131.280,0.813,106.731,66.970,66.592,63.096,71.940(1),68.383,68.184
288,160,Michael Carpenter,98,[198],STX,4,2012,BMW 128i,131.734,0.813,107.100,67.992,66.580,63.213,68.521,71.201(1),70.279
297,169,Tony Rodriguez,85,[185],STX,5,2015,Scion FR-S,131.865,0.813,107.206,67.121,65.825,63.335,68.939,68.730,68.530
298,170,Mack Tsang,188,[88],STX,6,2013,Subaru,131.882,0.813,107.220,67.988,65.495,62.525,69.423,72.373(1),69.357
319,194,Eric Simmons,171,[71],STX,7,2013,Scion FR-S,132.354,0.813,107.604,67.166,64.698,63.184,69.170,69.587,72.460(2)
320,197,Raymond Dsouza,82,,STX,8,2014,Subaru BRZ,132.405,0.813,107.645,69.845(1),65.881,62.999,DNF,72.797(2),69.406
328,201,Manfred Reysser,186,[86],STX,9,2013,Scion FR-S,132.524,0.813,107.742,72.855(2),66.317,63.305,69.219,74.542(3),70.368(1)
336,209,Annie Gill,185,[85],STX,10,2015,Scion FR-S,132.668,0.813,107.859,69.058,66.580,63.106,71.918(1),70.037,69.562
347,222,Kyle Herbst,89,,STX,11,2016,Scion FR-S,132.996,0.813,108.126,67.199,65.720,65.120(1),68.576,68.140,67.876
353,228,Justin Tsang,88,[188],STX,12,2013,Subaru BRZ,133.069,0.813,108.185,68.319,67.407,63.757,70.193,69.321,69.312
360,234,Steve OBlenes,194,[94],STX,13,2005,Mazda RX8,133.143,0.813,108.245,66.014,63.702,63.871(1),69.441,73.104(2),70.850(1)
362,238,Scott Dixon,184,[84],STX,14,2015,Subaru BRZ,133.198,0.813,108.290,69.822,66.344,63.282,72.467,69.916,71.095
371,253,Jonathan Mudge,93,[193],STX,15,2013,Scion FR-S,133.372,0.813,108.431,72.023(1),64.889,63.125,70.419,70.545,70.247
376,267,Peter Modjeski,25,,STX,16,2013,Subaru BRZ,133.534,0.813,108.563,69.684,DNF,64.475,DNF,69.059,71.675(1)
377,268,Marlon Tecson,160,[60],STX,17,2013,Scion FR-S,133.538,0.813,108.566,70.573,66.775,63.911,71.435,70.343,69.627
408,318,David Webb,143,[43],STX,18,2013,Scion FR-S,134.141,0.813,109.057,72.691(1),68.363,64.429,70.313,69.712,70.636
423,330,Justin Metz,59,,STX,19,2017,Subaru BRZ,134.321,0.813,109.203,82.246,67.818,65.267,69.296,69.241,69.054
429,344,Derek Punch,9,,STX,20,2013,Subaru BRZ,134.474,0.813,109.327,68.782,68.885(1),64.879,69.595,81.748(6),69.788
436,347,Adam Tarnoff,86,[186],STX,21,2013,Scion FR-S,134.540,0.813,109.381,70.319(1),68.147,65.155,71.387,69.819,69.385
439,348,Brandon Slater,90,,STX,22,2015,Subaru BRZ,134.566,0.813,109.402,68.584,67.777,64.055,DNF,70.925,70.511
443,355,Brad Herley,84,[184],STX,23,2015,Subaru BRZ,134.640,0.813,109.462,71.813(1),68.441,64.671,71.265,69.969,71.327
461,376,Mark Labbancz,71,[171],STX,24,2013,Scion FR-S,134.972,0.813,109.732,68.036,67.305,64.839,70.369,70.133,70.208
467,387,Jason Stroud,192,[92],STX,25,2007,Mazda RX-8,135.111,0.813,109.845,71.406,67.191,64.545,71.512,70.566,70.625
472,390,Bob Day,157,[57],STX,26,2015,Subaru BRZ,135.144,0.813,109.872,70.003,66.968,63.988,72.374,74.171(1),71.156
474,391,Lex Kirichek,73,[173],STX,27,2013,Subaru BRZ,135.148,0.813,109.875,67.951,66.210,66.368(1),70.843(1),68.972,68.938
499,416,Ron Williams,97,,STX,28,2013,Mini Cooper S,135.515,0.813,110.174,67.423,67.491(1),67.375(2),68.832,71.062(1),68.140
522,452,Jonathan Stroud,92,[192],STX,29,2007,Mazda RX8,136.075,0.813,110.629,79.473,DNF,64.940,71.659,71.251,71.135
535,467,Bart Hockerman,99,[199],STX,30,2013,Subaru BRZ,136.273,0.813,110.790,67.196,66.697,66.355(1),72.640,70.405,69.918
575,498,Andrew Chow,29,,STX,31,1997,BMW 328i,136.830,0.813,111.243,71.937(1),68.586,65.883,DNF,70.947,72.446(1)
594,511,Jereme Mason,31,[131],STX,32,2007,Honda Civic Si,137.039,0.813,111.413,72.600,67.954,66.665,72.962,75.363(1),70.374
599,517,Brandon Davis,198,[98],STX,33,2012,BMW 128,137.126,0.813,111.483,73.972(3),65.368,66.502(2),71.758(1),DNF,72.192(1)
679,583,Tj Tiu,60,[160],STX,34,2013,Scion FR-S,138.638,0.813,112.713,73.532,69.875,68.131(1),73.693,71.041,70.507
688,590,Kevin Gleaton,43,[143],STX,35,2013,Scion FR-S,138.713,0.813,112.774,71.677,71.121,67.070,72.536,71.643,71.799
725,616,Alex Meramo,74,[174],STX,36,2014,Scion FR-S,139.266,0.813,113.223,68.941,68.637,74.267(1),71.596,70.629,71.536
738,632,Jeffrey Pierce,131,[31],STX,37,2007,Honda Civic Si,139.490,0.813,113.405,73.218,70.864(1),67.719,79.394(1),73.579(1),71.771
739,633,Douglas Hitchcock,91,,STX,38,1998,BMW 328is,139.491,0.813,113.406,72.295(1),69.667,67.716,DNF,71.962,71.775
852,750,Steve McLaughlin,13,,STX,39,2007,Honda Civic Si,142.125,0.813,115.548,85.778,71.628,69.165,DNF,73.043,72.960
860,764,Andre Piernot,199,[99],STX,40,2013,Subaru BRZ,142.378,0.813,115.753,DNF,71.645(2),DNF,75.254(2),70.733,DNF
894,821,Joe Cusamano,8,,STX,41,2017,Subaru BRZ,143.261,0.813,116.471,71.109,75.564(2),78.658,72.161,DNF,72.152
933,869,Jeremiah Hemphill,65,,STX,42,2005,Mini Cooper S,144.041,0.813,117.105,74.262(1),77.093,69.061,78.492,74.980,75.336
1208,1172,Colin Kingsley,57,[157],STX,43,2015,Subaru BRZ,151.452,0.813,123.130,84.477,DNF,78.243(1),DNF,73.209,DNF
,1348,Jonathan McTaggart,193,[93],STX,44,2013,Scion FR-S,No Time,0.813,999.999,69.994,67.014,65.552,DNS,DNS,DNS
,1348,Jacob Montgomery,1,,STX,45,2014,Scion FR-S,No Time,0.813,999.999,68.657,72.419(2),66.571,DSQ,DSQ,DSQ
1113,1074,Kate Fisher,86,,STXL,1,2013,Scion FR-S,148.068,0.813,120.379,82.855,74.281,73.768,83.203,78.310,74.300
1176,1132,Catherine Tran,70,,STXL,2,2005,Mazda RX8,150.105,0.813,122.035,80.021,75.405,74.047,77.266,81.644,76.058(1)
1186,1149,Mindi Cross,43,,STXL,3,2013,Scion FR-S,150.615,0.813,122.450,76.786,74.556,73.930,DNF,80.108,76.685
177,23,Adam Barber,195,[95],STS,1,1988,Honda CRX,128.578,0.810,104.148,70.532(1),68.356,67.839,62.210,61.191,60.739
197,31,David Whitener,199,[99],STS,2,1992,Mazda Miata,129.243,0.810,104.687,68.535,72.382(2),67.966,62.914,61.277,61.675
223,59,Eric Stoltz,144,[44],STS,3,1992,Mazda Miata,130.149,0.810,105.421,69.173,68.257,68.379,62.557,61.892,62.006
230,72,Christopher Vreeland,155,[55],STS,4,1988,Honda CRX Si,130.489,0.810,105.696,70.510(1),69.267,69.620(1),65.103(1),61.222,61.386
244,88,Darrell McVey,44,[144],STS,5,1992,Mazda Miata,130.950,0.810,106.070,70.352,69.090,68.380,64.656(1),63.065,62.570
248,92,Jeffrey Rye,93,[193],STS,6,1991,Mazda Miata,131.063,0.810,106.161,70.090,69.397,68.798,63.603,62.487,62.265
257,96,Emanuel Martin,173,[73],STS,7,1990,Mazda Miata,131.214,0.810,106.283,69.493,68.479,72.888(2),62.735,68.207(3),DNF
260,98,Rich DiMarco,178,[78],STS,8,1990,Mazda Miata,131.240,0.810,106.304,70.131,69.115,68.900,62.741,62.340,64.488(1)
264,105,Will Hornseth,95,[195],STS,9,1988,Honda CRX Si,131.315,0.810,106.365,72.945(1),71.510,69.667,63.345,62.590,61.648
271,113,Ken Houseal,82,[182],STS,10,1989,Honda CRX Si,131.477,0.810,106.496,70.378,69.507,69.554,64.816,62.884,61.970
275,118,Jimmy Crawford,6,,STS,11,1991,Honda CRX Si,131.523,0.810,106.534,71.434(1),69.342,70.516,62.979,64.782(1),62.181
278,119,Kyle Klein,147,[47],STS,12,1991,Honda Civic,131.533,0.810,106.542,72.081(1),69.531,70.171,63.102,63.268,62.002
280,126,Kim Whitener,99,[199],STS,13,1992,Mazda Miata,131.578,0.810,106.578,70.607,69.624,69.162,64.248,62.416,62.674
283,128,Mike Herrick,89,,STS,14,1989,Honda Civic Hatchback,131.614,0.810,106.607,DNF,70.463,69.663,65.049,62.704,61.951
300,141,Mark McKnight,197,[97],STS,15,1988,Honda CRX,131.888,0.810,106.829,72.484(1),69.253,70.228,64.111,62.635,62.790
303,146,Kevin Donovan,182,[82],STS,16,1989,Honda CRX Si,131.980,0.810,106.904,71.600(1),69.553,70.352,65.038,62.427,62.436
311,154,Jay McKoskey,193,[93],STS,17,1991,Mazda Miata,132.161,0.810,107.050,70.607,69.693,69.500,65.779(1),62.661,62.668
317,167,Gerry Terranova,198,[98],STS,18,1989,Honda Civic Si,132.344,0.810,107.199,71.489,69.494,69.728,66.378(1),63.233,62.850
321,171,John Mensch,185,[85],STS,19,1988,Honda CRX,132.416,0.810,107.257,70.099,DNF,69.619,62.950,62.940,62.797
324,173,Matthew Waich,172,[72],STS,20,1989,Honda Civic Si,132.462,0.810,107.294,72.252(1),70.064,70.471,64.468,63.147,62.398
333,180,Michael Shea,78,[178],STS,21,1990,Mazda Miata,132.630,0.810,107.430,70.660,69.569,71.643(1),66.504(1),64.616(1),63.061
334,181,Andrew Clark,184,[84],STS,22,1988,Honda CRX Si,132.644,0.810,107.442,DNF,69.991,73.271(1),71.499(1),62.653,62.838
341,187,Michael Waich,72,[172],STS,23,1989,Honda Civic Si,132.759,0.810,107.535,74.206(2),70.188,69.763,63.764,63.495,62.996
368,218,John Clark,98,[198],STS,24,1989,Honda Civic Si,133.321,0.810,107.990,72.225(1),DNF,70.501,65.558,63.501,62.820
393,251,Kevin Gu,57,,STS,25,1989,Honda Civic Si,133.843,0.810,108.413,DNF,71.460,70.506,63.987,64.081,63.337
399,260,Riley Heaton,84,[184],STS,26,1988,Honda CRX,133.934,0.810,108.487,72.551(1),70.976(1),70.333(1),67.771(2),64.105(1),63.601(1)
425,299,Nick Pasternack,181,[81],STS,27,1990,Mazda Miata,134.388,0.810,108.854,73.147,DNF,71.004,63.384,64.442,63.605
433,307,Justin Harbour,91,,STS,28,1991,Mazda Miata,134.508,0.810,108.951,70.447,70.829,70.852,65.385,64.563,64.061
477,357,Adam Deffenbaugh,73,[173],STS,29,1990,Mazda Miata,135.197,0.810,109.510,71.689,DNF,72.500(1),68.367(1),63.508,64.385(1)
